rank;born;country;category;time_total;time_1half;time_2half;time_0to5km;time_5to10km;time_10to15km;time_15to20km;time_20to25km;time_25to30km;time_30to35km;time_35to40km;time_40to42km
548;89;AUT;W-30;04:04:57;02:00:28;02:04:30;00:27:45;00:27:50;00:29:52;00:28:50;00:28:34;00:29:01;00:29:30;00:30:27;00:13:12
549;98;IRL;W-H;04:05:00;01:58:09;02:06:52;00:28:47;00:27:25;00:28:42;00:27:33;00:27:48;00:28:38;00:30:56;00:31:34;00:13:41
550;95;SUI;W-H;04:05:05;02:03:33;02:01:32;00:28:53;00:29:09;00:30:41;00:28:49;00:28:20;00:28:35;00:29:24;00:29:17;00:12:00
551;91;AUT;W-30;04:05:06;02:00:11;02:04:55;00:27:54;00:28:01;00:29:19;00:28:39;00:28:16;00:29:27;00:30:17;00:30:46;00:12:30
552;56;AUT;W-65;04:05:07;02:00:56;02:04:12;00:27:37;00:28:49;00:29:49;00:28:21;00:29:00;00:29:18;00:29:34;00:29:47;00:12:56
553;69;HUN;W-50;04:05:12;01:59:44;02:05:28;00:28:50;00:28:21;00:29:16;00:27:23;00:27:50;00:28:55;00:30:10;00:30:42;00:13:50
554;95;AUT;W-H;04:05:15;01:56:18;02:08:57;00:27:16;00:27:23;00:28:40;00:27:06;00:27:26;00:28:32;00:35:10;00:30:34;00:13:11
555;87;FRA;W-35;04:05:18;01:59:34;02:05:44;00:27:55;00:28:14;00:29:13;00:28:04;00:28:44;00:29:55;00:29:26;00:30:02;00:13:47
556;78;AUS;W-45;04:05:23;02:01:53;02:03:30;00:29:25;00:27:48;00:29:58;00:28:33;00:28:11;00:29:02;00:29:09;00:29:49;00:13:32
557;72;BEL;W-50;04:05:24;01:56:32;02:08:53;00:26:31;00:27:13;00:28:17;00:28:10;00:28:58;00:29:48;00:30:54;00:31:48;00:13:50
558;70;AUT;W-50;04:05:30;02:03:12;02:02:19;00:28:48;00:28:43;00:30:10;00:29:19;00:29:11;00:29:13;00:29:14;00:28:47;00:12:09
559;70;AUT;W-50;04:05:31;02:00:10;02:05:21;00:27:35;00:28:04;00:29:58;00:28:28;00:27:56;00:28:58;00:30:14;00:31:14;00:13:08
560;84;ITA;W-35;04:05:32;01:57:20;02:08:13;00:26:45;00:27:45;00:28:52;00:27:51;00:28:22;00:30:42;00:30:57;00:31:09;00:13:14
561;89;HUN;W-30;04:05:38;01:55:42;02:09:57;00:27:10;00:27:03;00:28:08;00:27:24;00:27:58;00:29:49;00:32:40;00:31:12;00:14:18
562;96;FRA;W-H;04:05:45;01:58:58;02:06:48;00:00:00;00:00:00;00:28:34;00:00:00;00:00:00;00:29:38;00:31:36;00:30:53;00:12:16
563;87;AUT;W-35;04:05:50;01:59:35;02:06:15;00:27:49;00:28:04;00:29:24;00:28:10;00:28:26;00:29:25;00:30:07;00:31:08;00:13:21
564;92;IRL;W-30;04:06:01;02:00:38;02:05:24;00:28:59;00:28:14;00:29:21;00:27:58;00:28:12;00:28:33;00:30:30;00:31:14;00:13:04
565;90;GBR;W-30;04:06:06;01:54:15;02:11:52;00:25:49;00:26:30;00:28:26;00:27:27;00:28:26;00:29:48;00:32:35;00:34:00;00:13:08
566;82;SVK;W-40;04:06:11;02:03:14;02:02:57;00:29:45;00:28:55;00:29:50;00:28:34;00:28:43;00:28:47;00:29:16;00:29:32;00:12:52
567;78;ITA;W-45;04:06:14;01:58:53;02:07:22;00:27:43;00:27:13;00:29:06;00:28:42;00:28:13;00:29:35;00:30:58;00:32:00;00:12:48
568;88;FRA;W-35;04:06:16;01:59:22;02:06:55;00:28:00;00:28:03;00:29:20;00:27:48;00:28:19;00:29:04;00:29:53;00:33:51;00:12:03
569;90;NOR;W-30;04:06:27;01:59:31;02:06:56;00:27:44;00:28:10;00:29:09;00:28:17;00:28:49;00:29:51;00:30:57;00:30:41;00:12:53
570;68;FRA;W-55;04:06:31;01:59:35;02:06:56;00:26:59;00:28:09;00:29:40;00:28:34;00:29:16;00:29:41;00:30:09;00:30:49;00:13:18
571;92;GER;W-30;04:06:37;01:59:52;02:06:46;00:27:56;00:28:08;00:29:15;00:28:18;00:29:42;00:29:46;00:30:20;00:31:19;00:11:58
572;90;SUI;W-30;04:06:38;01:59:07;02:07:31;00:27:19;00:27:42;00:29:21;00:28:40;00:28:12;00:28:25;00:29:59;00:32:29;00:14:35
573;72;ESP;W-50;04:06:42;02:02:46;02:03:57;00:29:10;00:28:48;00:29:48;00:28:41;00:28:24;00:28:43;00:29:35;00:30:25;00:13:12
574;91;GER;W-30;04:06:44;02:00:32;02:06:12;00:27:40;00:28:26;00:29:50;00:28:28;00:28:23;00:29:36;00:30:43;00:30:30;00:13:11
575;80;HUN;W-40;04:06:46;02:04:15;02:02:31;00:28:50;00:29:16;00:30:42;00:29:09;00:28:29;00:28:19;00:28:58;00:29:56;00:13:12
576;77;GBR;W-45;04:06:46;01:58:05;02:08:42;00:27:29;00:27:32;00:28:52;00:28:03;00:28:26;00:28:55;00:30:43;00:32:37;00:14:13
577;91;HUN;W-30;04:06:54;02:01:22;02:05:32;00:28:18;00:28:15;00:29:37;00:28:55;00:28:54;00:29:18;00:29:41;00:30:24;00:13:35
578;83;GBR;W-40;04:07:00;02:01:59;02:05:01;00:28:54;00:28:35;00:29:51;00:28:29;00:28:45;00:29:02;00:29:57;00:30:51;00:12:39
579;99;IRL;W-H;04:07:05;02:01:01;02:06:04;00:28:31;00:28:20;00:29:19;00:28:35;00:28:41;00:29:10;00:30:10;00:30:35;00:13:47
580;83;ISR;W-40;04:07:19;02:03:38;02:03:41;00:28:36;00:29:31;00:30:23;00:28:55;00:28:53;00:29:11;00:29:42;00:29:39;00:12:32
581;77;HUN;W-45;04:07:24;02:01:00;02:06:25;00:28:25;00:28:25;00:29:30;00:28:32;00:28:37;00:29:21;00:30:13;00:30:27;00:13:58
582;67;GBR;W-55;04:07:34;02:00:21;02:07:14;00:28:36;00:27:25;00:29:17;00:28:53;00:29:20;00:30:28;00:29:49;00:30:38;00:13:13
583;76;CZE;W-45;04:07:35;02:03:08;02:04:28;00:29:18;00:28:11;00:29:57;00:29:28;00:29:01;00:28:49;00:29:10;00:30:13;00:13:32
584;74;FRA;W-45;04:07:36;02:00:09;02:07:28;00:28:17;00:27:57;00:29:45;00:28:07;00:27:46;00:28:51;00:30:30;00:32:10;00:14:16
585;83;AUT;W-40;04:07:48;02:01:49;02:06:00;00:29:05;00:28:10;00:30:27;00:27:55;00:28:27;00:29:40;00:29:48;00:32:00;00:12:21
586;76;AUT;W-45;04:07:56;02:02:08;02:05:48;00:28:34;00:28:51;00:30:07;00:28:27;00:29:06;00:29:42;00:30:04;00:30:05;00:13:05
587;71;AUT;W-50;04:07:56;02:02:19;02:05:38;00:29:29;00:28:44;00:30:12;00:28:05;00:27:26;00:30:34;00:30:41;00:30:11;00:12:39
588;77;ITA;W-45;04:07:57;02:01:21;02:06:37;00:27:42;00:28:32;00:29:38;00:29:02;00:29:38;00:30:19;00:29:50;00:30:27;00:12:54
589;96;AUT;W-H;04:08:03;02:02:19;02:05:44;00:27:59;00:28:51;00:30:19;00:28:56;00:29:15;00:29:12;00:30:45;00:30:32;00:12:19
590;83;CRO;W-40;04:08:03;02:01:05;02:06:59;00:28:37;00:28:26;00:29:30;00:28:27;00:28:16;00:29:17;00:30:49;00:31:15;00:13:29
591;95;AUT;W-H;04:08:07;02:04:25;02:03:43;00:28:05;00:29:28;00:31:00;00:29:27;00:29:07;00:28:49;00:28:52;00:29:12;00:14:12
592;77;GBR;W-45;04:08:17;02:05:02;02:03:15;00:28:45;00:28:25;00:33:34;00:28:13;00:27:56;00:28:40;00:29:39;00:30:07;00:13:02
593;72;POL;W-50;04:08:19;02:02:17;02:06:02;00:28:27;00:28:47;00:30:06;00:28:47;00:28:45;00:29:26;00:29:54;00:30:55;00:13:17
594;85;GER;W-35;04:08:19;01:59:27;02:08:53;00:27:45;00:28:09;00:29:03;00:28:17;00:29:00;00:29:03;00:31:02;00:32:23;00:13:39
595;74;ISR;W-45;04:08:24;02:03:19;02:05:06;00:29:08;00:29:20;00:29:35;00:28:56;00:28:58;00:29:08;00:29:31;00:30:44;00:13:08
596;73;GER;W-50;04:08:25;02:01:31;02:06:54;00:28:55;00:28:34;00:29:25;00:28:20;00:28:23;00:29:00;00:30:41;00:30:58;00:14:12
597;95;AUT;W-H;04:08:26;01:57:58;02:10:29;00:27:20;00:27:45;00:28:49;00:28:04;00:28:06;00:30:48;00:31:05;00:32:48;00:13:45
598;76;AUT;W-45;04:08:33;01:51:28;02:17:05;00:25:53;00:26:05;00:27:01;00:26:30;00:27:31;00:30:35;00:33:00;00:36:37;00:15:24
599;78;GER;W-45;04:08:36;02:00:29;02:08:08;00:27:41;00:28:07;00:29:26;00:29:08;00:28:42;00:30:37;00:30:11;00:31:32;00:13:16
600;78;GER;W-45;04:08:38;02:05:41;02:02:58;00:30:31;00:28:56;00:30:46;00:29:20;00:28:25;00:28:56;00:29:12;00:29:35;00:13:03
601;72;GER;W-50;04:08:39;02:05:41;02:02:58;00:30:31;00:28:55;00:30:44;00:29:22;00:28:25;00:28:55;00:29:12;00:29:35;00:13:02
602;81;GER;W-40;04:08:42;01:59:49;02:08:53;00:28:08;00:28:09;00:29:08;00:28:12;00:29:00;00:29:02;00:31:03;00:32:23;00:13:40
603;79;BRA;W-40;04:08:45;01:57:03;02:11:42;00:25:50;00:26:45;00:28:58;00:29:12;00:29:35;00:30:50;00:31:16;00:32:22;00:14:00
604;92;GER;W-30;04:08:52;02:03:14;02:05:38;00:29:08;00:28:24;00:30:13;00:29:10;00:29:27;00:29:34;00:29:57;00:30:16;00:12:47
605;88;IRL;W-35;04:08:52;01:58:23;02:10:29;00:27:23;00:27:36;00:29:06;00:28:08;00:28:56;00:30:26;00:30:41;00:32:57;00:13:44
606;95;BEL;W-H;04:08:55;02:03:43;02:05:13;00:29:04;00:28:59;00:30:34;00:28:51;00:28:26;00:29:10;00:29:47;00:30:49;00:13:19
607;92;GER;W-30;04:08:56;02:08:55;02:00:01;00:30:02;00:30:25;00:31:55;00:30:03;00:29:16;00:29:09;00:28:00;00:28:06;00:12:04
608;64;ITA;W-55;04:09:02;01:54:34;02:14:28;00:26:54;00:26:12;00:27:48;00:27:37;00:29:04;00:31:12;00:32:55;00:33:29;00:13:55
609;66;ITA;W-55;04:09:02;01:57:22;02:11:41;00:26:41;00:26:52;00:29:07;00:28:34;00:29:32;00:29:44;00:31:22;00:33:02;00:14:11
610;93;POL;W-30;04:09:05;02:07:49;02:01:17;00:30:05;00:30:39;00:30:57;00:29:49;00:29:10;00:29:25;00:29:24;00:28:30;00:11:10
611;89;GER;W-30;04:09:06;02:00:49;02:08:17;00:27:47;00:28:00;00:30:30;00:28:22;00:28:56;00:29:53;00:30:47;00:31:20;00:13:35
612;78;CRO;W-45;04:09:18;01:59:42;02:09:36;00:26:25;00:27:36;00:29:48;00:29:26;00:29:02;00:29:23;00:30:53;00:32:36;00:14:11
613;79;HUN;W-40;04:09:18;02:01:29;02:07:50;00:27:50;00:28:20;00:30:02;00:28:57;00:29:45;00:29:03;00:29:57;00:31:55;00:13:33
614;74;VEN;W-45;04:09:21;01:59:23;02:09:58;00:27:09;00:27:52;00:29:38;00:28:29;00:28:55;00:28:27;00:31:21;00:33:42;00:13:53
615;75;VEN;W-45;04:09:21;01:59:24;02:09:58;00:27:09;00:27:52;00:29:38;00:28:29;00:28:55;00:28:27;00:31:21;00:33:42;00:13:53
616;1;GER;W-H;04:09:22;01:59:41;02:09:41;00:28:42;00:28:04;00:28:58;00:27:58;00:27:57;00:30:15;00:31:11;00:32:35;00:13:47
617;82;AUT;W-40;04:09:22;01:59:45;02:09:38;00:27:27;00:28:11;00:29:34;00:28:26;00:28:22;00:29:41;00:31:35;00:32:40;00:13:29
618;64;CRO;W-55;04:09:22;02:01:15;02:08:08;00:28:03;00:28:12;00:29:18;00:29:24;00:29:04;00:29:42;00:31:09;00:30:45;00:13:50
619;82;BUL;W-40;04:09:38;01:59:15;02:10:24;00:27:35;00:27:15;00:29:41;00:28:40;00:28:36;00:30:01;00:30:32;00:33:08;00:14:13
620;71;GER;W-50;04:09:49;02:05:01;02:04:49;00:28:12;00:29:14;00:31:59;00:29:21;00:30:04;00:29:15;00:30:42;00:29:09;00:11:59
621;73;NED;W-50;04:09:52;02:05:07;02:04:46;00:29:03;00:29:17;00:31:02;00:29:28;00:29:46;00:29:24;00:30:04;00:29:48;00:12:04
622;94;ITA;W-H;04:09:52;02:10:57;01:58:55;00:33:22;00:30:48;00:31:27;00:29:14;00:27:46;00:28:17;00:28:33;00:28:18;00:12:11
623;91;AUT;W-30;04:10:04;02:05:04;02:05:01;00:29:05;00:29:22;00:30:49;00:29:31;00:29:10;00:29:15;00:29:52;00:30:08;00:12:56
624;88;AUT;W-35;04:10:05;02:02:24;02:07:42;00:30:35;00:28:03;00:29:45;00:27:56;00:27:59;00:28:02;00:28:17;00:35:44;00:13:47
625;70;GER;W-50;04:10:07;01:58:50;02:11:18;00:27:13;00:27:24;00:29:03;00:28:52;00:29:06;00:30:23;00:31:44;00:32:41;00:13:44
626;90;HUN;W-30;04:10:08;02:02:46;02:07:22;00:28:42;00:29:10;00:30:00;00:28:46;00:28:59;00:29:55;00:30:06;00:31:12;00:13:21
627;94;AUT;W-H;04:10:09;02:00:18;02:09:52;00:28:22;00:27:53;00:29:10;00:28:53;00:27:58;00:28:48;00:33:42;00:32:54;00:12:33
628;95;GER;W-H;04:10:14;01:59:17;02:10:58;00:30:05;00:27:05;00:28:09;00:28:01;00:27:44;00:30:59;00:32:04;00:32:35;00:13:35
629;55;ITA;W-65;04:10:17;02:04:20;02:05:58;00:27:03;00:28:50;00:31:27;00:30:19;00:32:31;00:33:39;00:14:01;00:35:12;00:17:19
630;97;AUT;W-H;04:10:20;01:59:32;02:10:48;00:28:21;00:28:08;00:29:23;00:27:46;00:27:23;00:28:33;00:29:13;00:37:59;00:13:37
631;91;AUT;W-30;04:10:20;01:59:54;02:10:27;00:28:15;00:27:29;00:29:17;00:28:43;00:30:14;00:28:38;00:32:16;00:31:46;00:13:46
632;91;GBR;W-30;04:10:25;01:59:59;02:10:26;00:27:59;00:27:52;00:29:06;00:28:35;00:29:28;00:30:00;00:31:26;00:32:02;00:14:00
633;91;BUL;W-30;04:10:35;02:07:00;02:03:35;00:30:28;00:30:09;00:30:49;00:29:04;00:29:15;00:29:18;00:28:59;00:29:45;00:12:52
634;59;FRA;W-60;04:10:38;02:02:24;02:08:14;00:29:33;00:28:09;00:30:14;00:28:32;00:27:58;00:29:27;00:31:04;00:32:06;00:13:38
635;80;CZE;W-40;04:10:40;02:01:48;02:08:52;00:27:06;00:28:10;00:30:31;00:29:37;00:29:59;00:30:08;00:31:24;00:30:35;00:13:16
636;69;ISR;W-50;04:10:47;02:01:16;02:09:32;00:27:52;00:28:31;00:29:37;00:28:52;00:30:00;00:31:03;00:31:07;00:30:35;00:13:12
637;88;GBR;W-35;04:10:58;01:59:41;02:11:18;00:28:52;00:28:16;00:29:21;00:27:18;00:27:18;00:28:09;00:29:58;00:37:22;00:14:29
638;87;AUT;W-35;04:11:00;02:05:12;02:05:48;00:30:38;00:29:22;00:30:06;00:28:46;00:29:18;00:29:22;00:29:47;00:31:01;00:12:45
639;94;GER;W-H;04:11:06;01:53:55;02:17:12;00:27:21;00:27:01;00:27:27;00:26:36;00:26:23;00:28:14;00:33:44;00:39:46;00:14:39
640;97;GER;W-H;04:11:07;02:00:22;02:10:45;00:27:52;00:28:00;00:30:15;00:27:56;00:28:58;00:29:39;00:31:21;00:32:40;00:14:30
641;93;USA;W-30;04:11:10;02:05:53;02:05:17;00:29:33;00:29:33;00:30:46;00:29:38;00:28:29;00:28:00;00:29:31;00:31:31;00:14:13
642;81;GER;W-40;04:11:18;02:05:08;02:06:10;00:29:27;00:29:11;00:30:42;00:29:23;00:29:36;00:29:42;00:30:11;00:30:25;00:12:45
643;78;AUT;W-45;04:11:19;01:59:08;02:12:12;00:26:36;00:26:40;00:29:46;00:30:00;00:28:20;00:30:17;00:34:23;00:32:11;00:13:11
644;75;FRA;W-45;04:11:26;02:01:36;02:09:50;00:28:51;00:27:48;00:29:38;00:29:03;00:29:25;00:30:12;00:30:39;00:31:32;00:14:21
645;81;AUT;W-40;04:11:30;02:11:21;02:00:10;00:30:38;00:30:50;00:32:46;00:30:56;00:29:03;00:28:39;00:28:43;00:28:14;00:11:46
646;66;GER;W-55;04:11:37;02:00:45;02:10:52;00:27:25;00:28:10;00:30:03;00:28:49;00:29:24;00:30:11;00:31:21;00:32:13;00:14:06
647;95;GBR;W-H;04:11:38;01:57:27;02:14:11;00:26:55;00:27:05;00:28:45;00:28:22;00:28:43;00:30:57;00:32:52;00:32:47;00:15:17
648;77;AUT;W-45;04:11:41;02:08:01;02:03:40;00:31:31;00:29:49;00:30:59;00:29:22;00:28:57;00:29:34;00:29:14;00:29:31;00:12:47
649;97;AUT;W-H;04:11:43;02:04:05;02:07:39;00:28:18;00:28:21;00:30:10;00:30:19;00:32:03;00:33:11;00:23:30;00:31:59;00:13:57
650;84;CHN;W-35;04:11:46;02:02:35;02:09:12;00:27:28;00:27:31;00:29:57;00:31:32;00:29:55;00:29:17;00:30:42;00:32:01;00:13:26
651;96;ITA;W-H;04:11:56;01:58:13;02:13:43;00:27:43;00:25:53;00:29:06;00:29:07;00:29:42;00:32:15;00:32:15;00:32:36;00:13:23
652;73;ESP;W-50;04:11:59;02:05:49;02:06:11;00:29:40;00:29:23;00:30:50;00:29:35;00:29:19;00:29:41;00:30:07;00:30:29;00:12:58
653;94;FRA;W-H;04:12:00;02:01:32;02:10:28;00:28:18;00:28:12;00:29:36;00:29:03;00:29:41;00:30:22;00:31:19;00:31:28;00:14:05
654;71;FRA;W-50;04:12:00;02:00:29;02:11:32;00:27:30;00:27:40;00:29:56;00:29:02;00:29:44;00:29:48;00:31:19;00:32:46;00:14:19
655;94;AUT;W-H;04:12:01;02:02:30;02:09:31;00:28:53;00:28:23;00:29:41;00:29:24;00:28:44;00:30:13;00:30:40;00:32:14;00:13:53
656;3;GER;W-H;04:12:08;01:59:26;02:12:43;00:28:54;00:27:44;00:28:38;00:27:58;00:29:07;00:29:33;00:33:55;00:33:26;00:12:57
657;83;GER;W-40;04:12:12;02:09:30;02:02:43;00:30:52;00:29:49;00:31:47;00:30:36;00:29:45;00:29:45;00:28:47;00:28:38;00:12:17
658;93;MLT;W-30;04:12:17;01:57:47;02:14:31;00:27:26;00:27:47;00:28:30;00:27:55;00:28:20;00:34:10;00:34:54;00:31:05;00:12:13
659;59;GER;W-60;04:12:18;02:05:59;02:06:19;00:31:05;00:28:51;00:30:37;00:29:09;00:28:59;00:29:32;00:30:52;00:30:14;00:13:04
660;58;AUT;W-65;04:12:19;02:01:20;02:11:00;00:27:17;00:28:17;00:30:19;00:29:01;00:30:17;00:31:35;00:31:23;00:31:03;00:13:12
661;79;CZE;W-40;04:12:38;02:01:58;02:10:41;00:27:16;00:27:41;00:30:31;00:30:07;00:29:43;00:30:38;00:31:55;00:31:24;00:13:27
662;85;RSA;W-35;04:12:39;02:03:22;02:09:18;00:28:38;00:29:04;00:30:00;00:29:29;00:29:29;00:29:52;00:31:41;00:31:59;00:12:30
663;80;FRA;W-40;04:12:46;01:56:52;02:15:54;00:27:10;00:27:19;00:28:26;00:27:52;00:28:10;00:29:32;00:30:59;00:33:57;00:19:25
664;97;GER;W-H;04:12:50;02:00:45;02:12:06;00:28:57;00:28:21;00:29:38;00:27:41;00:28:37;00:30:00;00:31:36;00:33:44;00:14:20
665;83;POL;W-40;04:12:51;01:56:55;02:15:57;00:26:45;00:26:43;00:28:49;00:28:39;00:28:19;00:29:19;00:32:32;00:35:12;00:16:37
666;80;USA;W-40;04:12:54;01:58:15;02:14:40;00:26:51;00:27:20;00:29:29;00:28:27;00:29:33;00:30:32;00:32:55;00:33:59;00:13:52
667;79;NED;W-40;04:12:59;02:05:40;02:07:20;00:28:21;00:30:05;00:31:05;00:29:38;00:29:50;00:30:14;00:30:26;00:30:13;00:13:12
668;94;ROU;W-H;04:13:10;02:02:06;02:11:04;00:27:41;00:27:54;00:30:08;00:29:40;00:30:53;00:31:10;00:31:24;00:31:09;00:13:15
669;72;POL;W-50;04:13:10;02:04:52;02:08:18;00:28:26;00:28:46;00:30:26;00:30:48;00:29:57;00:30:53;00:30:08;00:30:59;00:12:52
670;71;AUT;W-50;04:13:10;01:58:08;02:15:03;00:26:33;00:26:53;00:29:37;00:28:45;00:30:05;00:31:03;00:32:47;00:34:06;00:13:26
671;97;ISR;W-H;04:13:21;01:56:56;02:16:26;00:27:56;00:27:42;00:28:17;00:27:05;00:29:12;00:29:58;00:34:53;00:35:36;00:12:45
672;3;GER;W-H;04:13:22;02:03:39;02:09:43;00:28:56;00:28:22;00:29:57;00:29:27;00:30:29;00:30:09;00:32:21;00:31:11;00:12:34
673;91;BEL;W-30;04:13:31;02:05:49;02:07:42;00:28:35;00:29:40;00:31:06;00:30:01;00:29:32;00:29:47;00:29:56;00:31:17;00:13:40
674;90;IRL;W-30;04:13:35;01:59:41;02:13:55;00:26:23;00:28:04;00:29:45;00:29:07;00:29:36;00:31:17;00:33:00;00:33:22;00:13:05
675;96;AUT;W-H;04:13:36;02:00:48;02:12:49;00:28:27;00:28:08;00:29:21;00:28:30;00:29:50;00:31:20;00:32:16;00:32:32;00:13:15
676;91;GER;W-30;04:13:41;02:01:13;02:12:28;00:28:36;00:27:51;00:29:41;00:29:05;00:28:35;00:30:26;00:31:43;00:33:44;00:14:05
677;81;RUS;W-40;04:13:43;01:55:31;02:18:13;00:25:42;00:27:03;00:29:00;00:27:45;00:28:34;00:30:24;00:35:40;00:35:28;00:14:12
678;73;FRA;W-50;04:13:45;02:04:01;02:09:45;00:29:26;00:28:29;00:29:58;00:29:44;00:29:51;00:31:03;00:31:15;00:30:45;00:13:19
679;94;FRA;W-H;04:13:52;02:04:35;02:09:18;00:29:29;00:28:34;00:30:16;00:29:40;00:29:13;00:30:17;00:30:00;00:31:47;00:14:39
680;71;SWE;W-50;04:13:54;02:02:08;02:11:46;00:27:19;00:27:42;00:30:29;00:29:56;00:30:33;00:31:27;00:32:49;00:30:49;00:12:53
681;78;AUT;W-45;04:13:54;02:06:14;02:07:41;00:30:02;00:29:38;00:30:58;00:29:16;00:29:00;00:29:43;00:30:24;00:31:25;00:13:32
682;69;GBR;W-50;04:13:56;01:55:07;02:18:49;00:26:59;00:26:38;00:28:00;00:27:27;00:28:32;00:30:38;00:31:53;00:34:42;00:19:10
683;83;CZE;W-40;04:13:56;02:09:45;02:04:11;00:30:24;00:28:35;00:31:52;00:32:36;00:31:32;00:28:15;00:28:32;00:29:32;00:12:42
684;85;AUT;W-35;04:14:05;01:58:56;02:15:09;00:28:22;00:27:54;00:28:31;00:28:04;00:28:39;00:29:08;00:34:37;00:34:02;00:14:52
685;86;AUT;W-35;04:14:06;02:07:03;02:07:04;00:30:04;00:30:04;00:30:49;00:29:32;00:29:38;00:29:43;00:30:07;00:30:47;00:13:26
686;86;SLO;W-35;04:14:20;01:54:29;02:19:51;00:25:55;00:26:04;00:28:21;00:28:11;00:30:07;00:32:32;00:33:05;00:36:10;00:13:58
687;93;AUT;W-30;04:14:21;02:01:34;02:12:47;00:29:42;00:28:44;00:29:07;00:28:01;00:28:06;00:29:19;00:33:16;00:33:33;00:14:37
688;77;GER;W-45;04:14:26;01:59:40;02:14:46;00:27:03;00:28:13;00:29:36;00:28:37;00:28:55;00:30:03;00:33:43;00:34:33;00:13:46
689;88;GRE;W-35;04:14:28;01:43:11;02:31:17;00:24:50;00:24:03;00:24:58;00:23:59;00:24:48;00:25:17;00:38:01;00:48:40;00:19:56
690;89;HUN;W-30;04:14:31;02:01:07;02:13:24;00:28:21;00:28:05;00:29:19;00:29:03;00:29:19;00:30:04;00:32:56;00:32:40;00:14:47
691;91;AUT;W-30;04:14:35;02:10:06;02:04:30;00:32:05;00:32:01;00:31:28;00:28:26;00:28:00;00:29:03;00:30:07;00:31:18;00:12:11
692;97;AUT;W-H;04:14:42;02:03:41;02:11:02;00:29:26;00:28:50;00:30:11;00:28:52;00:29:06;00:30:03;00:32:19;00:32:10;00:13:49
693;78;GER;W-45;04:14:46;02:00:41;02:14:05;00:27:16;00:28:05;00:29:21;00:29:25;00:29:50;00:30:50;00:33:06;00:32:46;00:14:10
694;66;COL;W-55;04:14:47;02:05:46;02:09:02;00:31:04;00:29:07;00:30:23;00:28:53;00:29:09;00:29:44;00:30:48;00:31:29;00:14:13
695;70;GER;W-50;04:14:54;02:02:32;02:12:23;00:28:39;00:28:18;00:30:04;00:29:08;00:29:47;00:30:17;00:32:27;00:31:16;00:15:02
696;77;AUT;W-45;04:14:54;02:04:02;02:10:53;00:29:25;00:29:19;00:30:14;00:28:42;00:29:16;00:29:26;00:33:27;00:32:12;00:12:58
697;94;GBR;W-H;04:15:03;02:01:02;02:14:01;00:28:45;00:28:25;00:29:35;00:28:08;00:28:56;00:31:30;00:32:49;00:33:33;00:13:25
698;63;DEN;W-60;04:15:09;02:02:08;02:13:01;00:28:47;00:28:38;00:29:41;00:28:35;00:29:50;00:30:41;00:31:37;00:32:32;00:14:51
699;96;AUT;W-H;04:15:13;02:00:54;02:14:20;00:25:16;00:27:45;00:30:44;00:30:35;00:30:45;00:31:35;00:30:54;00:32:33;00:15:10
700;63;AUT;W-60;04:15:18;02:03:22;02:11:56;00:28:54;00:28:51;00:30:18;00:28:53;00:29:05;00:29:50;00:30:47;00:32:52;00:15:52
701;98;AUT;W-H;04:15:19;02:02:00;02:13:19;00:27:25;00:28:25;00:30:01;00:29:46;00:29:39;00:31:11;00:32:23;00:32:24;00:14:09
702;86;AUT;W-35;04:15:21;02:08:00;02:07:22;00:30:45;00:29:36;00:30:51;00:30:24;00:28:39;00:29:45;00:30:53;00:31:32;00:13:00
703;72;ESP;W-50;04:15:23;02:02:46;02:12:38;00:29:09;00:28:45;00:29:52;00:28:40;00:28:25;00:28:43;00:29:35;00:37:12;00:15:07
704;75;ITA;W-45;04:15:25;02:04:21;02:11:04;00:29:17;00:29:00;00:30:46;00:29:00;00:29:04;00:30:35;00:31:18;00:32:23;00:14:06
705;76;CRO;W-45;04:15:25;02:02:00;02:13:26;00:26:11;00:27:43;00:31:57;00:29:46;00:29:35;00:30:36;00:31:35;00:34:02;00:14:03
706;92;GER;W-30;04:15:25;02:09:10;02:06:15;00:31:15;00:30:16;00:31:26;00:29:52;00:29:13;00:29:38;00:30:26;00:30:45;00:12:39
707;86;MAS;W-35;04:15:35;02:00:41;02:14:54;00:27:58;00:28:01;00:29:17;00:29:08;00:28:32;00:31:02;00:32:54;00:33:55;00:14:51
708;93;GER;W-30;04:15:35;01:59:00;02:16:36;00:27:59;00:27:55;00:29:44;00:27:28;00:28:12;00:30:46;00:33:23;00:35:37;00:14:36
709;81;AUT;W-40;04:15:37;02:02:50;02:12:47;00:28:57;00:28:17;00:30:05;00:29:19;00:29:47;00:31:09;00:31:33;00:32:00;00:14:34
710;66;FRA;W-55;04:15:40;02:01:36;02:14:04;00:28:50;00:27:48;00:29:38;00:29:04;00:29:25;00:30:38;00:32:09;00:33:41;00:14:31
711;88;RUS;W-35;04:15:43;02:01:12;02:14:32;00:27:51;00:27:42;00:29:47;00:29:36;00:29:35;00:31:13;00:33:01;00:32:52;00:14:11
712;84;ISR;W-35;04:15:46;01:56:56;02:18:51;00:27:56;00:27:41;00:28:19;00:27:06;00:29:13;00:32:03;00:33:57;00:34:26;00:15:10
713;91;HUN;W-30;04:15:48;02:04:42;02:11:06;00:28:25;00:28:29;00:30:45;00:30:15;00:30:53;00:31:06;00:31:46;00:31:17;00:12:57
